----------------------------------------------------------------------
history:
count  task_image                              img_coordinates   depth  priority   enqueue_time   exec_time  response_time  deadline    missed
51     ../dataset/frame_camera_19.png     (655,667), (795,781)  37.421         0           1900           2       2.000       100         0
52     ../dataset/frame_camera_19.png  (1331,760), (1920,1200)   9.692         1           1900          26      28.000       100         0
53     ../dataset/frame_camera_20.png     (660,670), (798,782)  37.893         0           2000           2       2.000       100         0
54     ../dataset/frame_camera_20.png  (1332,762), (1920,1201)   9.718         1           2000          26      28.000       100         0
55     ../dataset/frame_camera_21.png     (665,671), (801,782)  38.361         0           2100           2       2.000       100         0
56     ../dataset/frame_camera_21.png  (1334,764), (1920,1203)   9.742         1           2100          26      28.000       100         0
57     ../dataset/frame_camera_22.png     (669,670), (804,779)  38.825         0           2200           2       2.000       100         0
58     ../dataset/frame_camera_22.png  (1336,763), (1920,1200)   9.762         1           2200          26      28.000       100         0
59     ../dataset/frame_camera_23.png     (674,668), (806,776)  39.283         0           2300           2       2.000       100         0
60     ../dataset/frame_camera_23.png  (1338,762), (1920,1198)   9.778         1           2300          26      28.000       100         0
61     ../dataset/frame_camera_24.png     (678,669), (808,776)  39.734         0           2400           2       2.000       100         0
62     ../dataset/frame_camera_24.png  (1340,764), (1920,1200)   9.788         1           2400          26      28.000       100         0
63     ../dataset/frame_camera_25.png     (680,670), (810,776)  40.181         0           2500           2       2.000       100         0
64     ../dataset/frame_camera_25.png  (1342,765), (1920,1202)   9.795         1           2500          26      28.000       100         0
65     ../dataset/frame_camera_26.png     (683,669), (810,773)  40.623         0           2600           2       2.000       100         0
66     ../dataset/frame_camera_26.png  (1343,765), (1920,1202)   9.798         1           2600          26      28.000       100         0
67     ../dataset/frame_camera_27.png     (684,667), (810,770)  41.059         0           2700           2       2.000       100         0
68     ../dataset/frame_camera_27.png  (1343,765), (1920,1201)   9.796         1           2700          26      28.000       100         0
69     ../dataset/frame_camera_28.png     (685,667), (809,768)  41.493         0           2800           2       2.000       100         0
70     ../dataset/frame_camera_28.png  (1343,764), (1920,1200)   9.791         1           2800          26      28.000       100         0
71     ../dataset/frame_camera_29.png     (685,666), (808,767)  41.922         0           2900           2       2.000       100         0
72     ../dataset/frame_camera_29.png  (1342,764), (1920,1202)   9.780         1           2900          26      28.000       100         0
73     ../dataset/frame_camera_30.png     (685,666), (807,765)  42.348         0           3000           2       2.000       100         0
74     ../dataset/frame_camera_30.png  (1341,764), (1920,1202)   9.766         1           3000          26      28.000       100         0
75     ../dataset/frame_camera_31.png     (686,666), (806,764)  42.771         0           3100           2       2.000       100         0
76     ../dataset/frame_camera_31.png  (1341,765), (1920,1204)   9.747         1           3100          26      28.000       100         0
77     ../dataset/frame_camera_32.png     (688,665), (807,763)  43.192         0           3200           2       2.000       100         0
78     ../dataset/frame_camera_32.png  (1341,765), (1920,1205)   9.725         1           3200          26      28.000       100         0
79     ../dataset/frame_camera_33.png     (690,667), (808,763)  43.611         0           3300           2       2.000       100         0
80     ../dataset/frame_camera_33.png  (1342,766), (1920,1209)   9.700         1           3300          26      28.000       100         0
81     ../dataset/frame_camera_34.png     (693,667), (810,762)  44.030         0           3400           2       2.000       100         0
82     ../dataset/frame_camera_34.png  (1344,766), (1920,1210)   9.674         1           3400          26      28.000       100         0
83     ../dataset/frame_camera_35.png     (697,666), (813,760)  44.446         0           3500           2       2.000       100         0
84     ../dataset/frame_camera_35.png  (1347,766), (1920,1211)   9.645         1           3500          26      28.000       100         0
85     ../dataset/frame_camera_36.png     (701,664), (815,757)  44.860         0           3600           2       2.000       100         0
86     ../dataset/frame_camera_36.png  (1349,765), (1920,1211)   9.615         1           3600          26      28.000       100         0
87     ../dataset/frame_camera_37.png     (703,664), (816,756)  45.274         0           3700           2       2.000       100         0
88     ../dataset/frame_camera_37.png  (1352,764), (1920,1211)   9.586         1           3700          26      28.000       100         0
89     ../dataset/frame_camera_38.png     (706,664), (818,756)  45.686         0           3800           2       2.000       100         0
90     ../dataset/frame_camera_38.png  (1354,765), (1920,1214)   9.558         1           3800          26      28.000       100         0
91     ../dataset/frame_camera_39.png     (708,662), (818,753)  46.104         0           3900           2       2.000       100         0
92     ../dataset/frame_camera_39.png  (1356,765), (1920,1215)   9.535         1           3900          26      28.000       100         0
93     ../dataset/frame_camera_40.png     (710,660), (820,750)  46.534         0           4000           1       1.000       100         0
94     ../dataset/frame_camera_40.png  (1358,763), (1920,1214)   9.511         1           4000          26      27.000       100         0
95     ../dataset/frame_camera_41.png     (712,661), (820,749)  46.966         0           4100           1       1.000       100         0
96     ../dataset/frame_camera_41.png  (1360,764), (1920,1216)   9.488         1           4100          26      27.000       100         0
97     ../dataset/frame_camera_42.png     (713,662), (820,750)  47.400         0           4200           1       1.000       100         0
98     ../dataset/frame_camera_42.png  (1360,766), (1920,1220)   9.468         1           4200          26      27.000       100         0
99     ../dataset/frame_camera_43.png     (715,662), (821,749)  47.838         0           4300           1       1.000       100         0
100    ../dataset/frame_camera_43.png  (1361,766), (1920,1222)   9.451         1           4300          26      27.000       100         0
101    ../dataset/frame_camera_44.png     (717,659), (822,745)  48.281         0           4400           1       1.000       100         0
102    ../dataset/frame_camera_44.png  (1361,765), (1920,1221)   9.436         1           4400          26      27.000       100         0
103    ../dataset/frame_camera_45.png     (720,656), (823,742)  48.735         0           4500           1       1.000       100         0
104    ../dataset/frame_camera_45.png  (1361,762), (1920,1217)   9.430         1           4500          26      27.000       100         0
105    ../dataset/frame_camera_46.png     (722,655), (825,740)  49.196         0           4600           1       1.000       100         0
106    ../dataset/frame_camera_46.png  (1361,761), (1920,1215)   9.430         1           4600          26      27.000       100         0
107    ../dataset/frame_camera_47.png     (724,658), (826,742)  49.660         0           4700           1       1.000       100         0
108    ../dataset/frame_camera_47.png  (1360,764), (1920,1219)   9.435         1           4700          26      27.000       100         0
109    ../dataset/frame_camera_48.png     (725,660), (825,743)  50.138         0           4800           1       1.000       100         0
110    ../dataset/frame_camera_48.png  (1358,766), (1920,1222)   9.446         1           4800          26      27.000       100         0
111    ../dataset/frame_camera_49.png     (725,662), (825,744)  50.619         0           4900           1       1.000       100         0
112    ../dataset/frame_camera_49.png  (1355,769), (1920,1226)   9.460         1           4900          26      27.000       100         0
113    ../dataset/frame_camera_50.png     (725,660), (824,741)  51.107         0           5000           1       1.000       100         0
114    ../dataset/frame_camera_50.png  (1353,766), (1920,1221)   9.479         1           5000          26      27.000       100         0
115    ../dataset/frame_camera_51.png     (726,657), (823,737)  51.598         0           5100           1       1.000       100         0
116    ../dataset/frame_camera_51.png  (1350,761), (1920,1212)   9.500         1           5100          26      27.000       100         0
117    ../dataset/frame_camera_52.png     (728,658), (824,737)  52.091         0           5200           1       1.000       100         0
118    ../dataset/frame_camera_52.png  (1349,760), (1920,1209)   9.521         1           5200          26      27.000       100         0
119    ../dataset/frame_camera_53.png     (730,661), (825,739)  52.589         0           5300           1       1.000       100         0
120    ../dataset/frame_camera_53.png  (1347,761), (1920,1210)   9.546         1           5300          26      27.000       100         0
121    ../dataset/frame_camera_54.png     (732,661), (826,739)  53.090         0           5400           1       1.000       100         0
122    ../dataset/frame_camera_54.png  (1346,762), (1920,1209)   9.573         1           5400          26      27.000       100         0
123    ../dataset/frame_camera_55.png     (735,662), (828,739)  53.591         0           5500           1       1.000       100         0
124    ../dataset/frame_camera_55.png  (1345,762), (1920,1207)   9.602         1           5500          26      27.000       100         0
125    ../dataset/frame_camera_56.png     (738,661), (830,738)  54.094         0           5600           1       1.000       100         0
126    ../dataset/frame_camera_56.png  (1345,761), (1920,1204)   9.631         1           5600          26      27.000       100         0
127    ../dataset/frame_camera_57.png     (741,661), (832,737)  54.596         0           5700           1       1.000       100         0
128    ../dataset/frame_camera_57.png  (1345,759), (1920,1201)   9.660         1           5700          26      27.000       100         0
129    ../dataset/frame_camera_58.png     (745,663), (835,739)  55.094         0           5800           1       1.000       100         0
130    ../dataset/frame_camera_58.png  (1346,762), (1920,1203)   9.685         1           5800          26      27.000       100         0
131    ../dataset/frame_camera_59.png     (747,664), (837,738)  55.591         0           5900           1       1.000       100         0
132    ../dataset/frame_camera_59.png  (1347,763), (1920,1203)   9.712         1           5900          26      27.000       100         0
133    ../dataset/frame_camera_60.png     (750,664), (839,738)  56.082         0           6000           1       1.000       100         0
134    ../dataset/frame_camera_60.png  (1348,764), (1920,1204)   9.734         1           6000          26      27.000       100         0
135    ../dataset/frame_camera_61.png     (751,664), (839,738)  56.570         0           6100           1       1.000       100         0
136    ../dataset/frame_camera_61.png  (1347,766), (1920,1206)   9.754         1           6100          26      27.000       100         0
137    ../dataset/frame_camera_62.png     (750,663), (837,736)  57.053         0           6200           1       1.000       100         0
138    ../dataset/frame_camera_62.png  (1345,767), (1920,1207)   9.771         1           6200          26      27.000       100         0
139    ../dataset/frame_camera_63.png     (748,662), (834,734)  57.530         0           6300           1       1.000       100         0
140    ../dataset/frame_camera_63.png  (1343,768), (1920,1207)   9.782         1           6300          26      27.000       100         0
141    ../dataset/frame_camera_64.png     (746,663), (832,734)  58.003         0           6400           1       1.000       100         0
142    ../dataset/frame_camera_64.png  (1339,769), (1920,1208)   9.789         1           6400          26      27.000       100         0
143    ../dataset/frame_camera_65.png     (744,664), (829,735)  58.472         0           6500           1       1.000       100         0
144    ../dataset/frame_camera_65.png  (1335,771), (1920,1211)   9.788         1           6500          26      27.000       100         0
145    ../dataset/frame_camera_66.png     (744,663), (828,733)  58.940         0           6600           1       1.000       100         0
146    ../dataset/frame_camera_66.png  (1333,771), (1920,1212)   9.785         1           6600          26      27.000       100         0
147    ../dataset/frame_camera_67.png     (744,661), (827,731)  59.415         0           6700           1       1.000       100         0
148    ../dataset/frame_camera_67.png  (1330,769), (1920,1209)   9.777         1           6700          26      27.000       100         0
149    ../dataset/frame_camera_68.png     (744,661), (826,730)  59.885         0           6800           1       1.000       100         0
150    ../dataset/frame_camera_68.png  (1326,768), (1920,1208)   9.763         1           6800          27      28.000       100         0
151    ../dataset/frame_camera_69.png     (743,663), (825,731)  60.353         0           6900           1       1.000       100         0
152    ../dataset/frame_camera_69.png  (1323,770), (1920,1212)   9.746         1           6900          27      28.000       100         0
153    ../dataset/frame_camera_70.png     (744,662), (826,730)  60.825         0           7000           1       1.000       100         0
154    ../dataset/frame_camera_70.png  (1320,769), (1920,1212)   9.731         1           7000          27      28.000       100         0
155    ../dataset/frame_camera_71.png     (747,659), (827,727)  61.294         0           7100           1       1.000       100         0
156    ../dataset/frame_camera_71.png  (1319,767), (1920,1209)   9.712         1           7100          27      28.000       100         0
157    ../dataset/frame_camera_72.png     (751,661), (831,728)  61.761         0           7200           1       1.000       100         0
158    ../dataset/frame_camera_72.png  (1320,767), (1920,1210)   9.691         1           7200          27      28.000       100         0
159    ../dataset/frame_camera_73.png     (756,663), (835,729)  62.229         0           7300           1       1.000       100         0
160    ../dataset/frame_camera_73.png  (1322,768), (1920,1213)   9.669         1           7300          27      28.000       100         0
161    ../dataset/frame_camera_74.png     (760,661), (839,726)  62.697         0           7400           1       1.000       100         0
162    ../dataset/frame_camera_74.png  (1325,766), (1920,1212)   9.652         1           7400          27      28.000       100         0
163    ../dataset/frame_camera_75.png     (763,659), (841,724)  63.165         0           7500           1       1.000       100         0
164    ../dataset/frame_camera_75.png  (1326,764), (1920,1209)   9.635         1           7500          27      28.000       100         0
165    ../dataset/frame_camera_76.png     (765,659), (843,724)  63.632         0           7600           1       1.000       100         0
166    ../dataset/frame_camera_76.png  (1328,764), (1920,1210)   9.620         1           7600          27      28.000       100         0
167    ../dataset/frame_camera_77.png     (767,661), (844,725)  64.102         0           7700           1       1.000       100         0
168    ../dataset/frame_camera_77.png  (1329,768), (1920,1216)   9.609         1           7700          27      28.000       100         0
169    ../dataset/frame_camera_78.png     (768,662), (845,726)  64.574         0           7800           1       1.000       100         0
170    ../dataset/frame_camera_78.png  (1330,770), (1920,1220)   9.601         1           7800          27      28.000       100         0
171    ../dataset/frame_camera_79.png     (770,658), (845,722)  65.053         0           7900           1       1.000       100         0
172    ../dataset/frame_camera_79.png  (1331,766), (1920,1214)   9.601         1           7900          27      28.000       100         0
173    ../dataset/frame_camera_80.png     (772,656), (847,719)  65.534         0           8000           1       1.000       100         0
174    ../dataset/frame_camera_80.png  (1332,763), (1920,1209)   9.600         1           8000          27      28.000       100         0
175    ../dataset/frame_camera_81.png     (773,658), (848,720)  66.016         0           8100           1       1.000       100         0
176    ../dataset/frame_camera_81.png  (1334,765), (1920,1213)   9.592         1           8100          27      28.000       100         0
177    ../dataset/frame_camera_82.png     (775,660), (849,722)  66.505         0           8200           1       1.000       100         0
178    ../dataset/frame_camera_82.png  (1334,768), (1920,1217)   9.591         1           8200          27      28.000       100         0
179    ../dataset/frame_camera_83.png     (775,661), (849,722)  67.000         0           8300           1       1.000       100         0
180    ../dataset/frame_camera_83.png  (1334,770), (1920,1220)   9.597         1           8300          27      28.000       100         0
181    ../dataset/frame_camera_84.png     (777,658), (849,719)  67.502         0           8400           1       1.000       100         0
182    ../dataset/frame_camera_84.png  (1334,769), (1920,1218)   9.609         1           8400          27      28.000       100         0
183    ../dataset/frame_camera_85.png     (778,655), (850,715)  68.006         0           8500           1       1.000       100         0
184    ../dataset/frame_camera_85.png  (1335,766), (1920,1213)   9.623         1           8500          27      28.000       100         0
185    ../dataset/frame_camera_86.png     (780,655), (851,715)  68.514         0           8600           1       1.000       100         0
186    ../dataset/frame_camera_86.png  (1335,765), (1920,1210)   9.640         1           8600          27      28.000       100         0
187    ../dataset/frame_camera_87.png     (782,657), (853,717)  69.027         0           8700           1       1.000       100         0
188    ../dataset/frame_camera_87.png  (1336,766), (1920,1211)   9.661         1           8700          26      27.000       100         0
189    ../dataset/frame_camera_88.png     (784,658), (854,717)  69.547         0           8800           1       1.000       100         0
190    ../dataset/frame_camera_88.png  (1336,766), (1920,1210)   9.691         1           8800          26      27.000       100         0
191    ../dataset/frame_camera_89.png     (785,658), (855,716)  70.072         0           8900           1       1.000       100         0
192    ../dataset/frame_camera_89.png  (1336,766), (1920,1207)   9.725         1           8900          26      27.000       100         0
193    ../dataset/frame_camera_90.png     (786,657), (856,715)  70.602         0           9000           1       1.000       100         0
194    ../dataset/frame_camera_90.png  (1335,764), (1920,1203)   9.749         1           9000          26      27.000       100         0
195    ../dataset/frame_camera_91.png     (789,656), (857,713)  71.130         0           9100           1       1.000       100         0
196    ../dataset/frame_camera_91.png  (1335,761), (1920,1197)   9.778         1           9100          26      27.000       100         0
197    ../dataset/frame_camera_92.png     (792,654), (859,711)  71.659         0           9200           1       1.000       100         0
198    ../dataset/frame_camera_92.png  (1335,758), (1920,1191)   9.807         1           9200          26      27.000       100         0
199    ../dataset/frame_camera_93.png     (795,655), (862,711)  72.192         0           9300           1       1.000       100         0
200    ../dataset/frame_camera_93.png  (1335,756), (1920,1186)   9.840         1           9300          26      27.000       100         0
201    ../dataset/frame_camera_94.png     (798,658), (864,714)  72.725         0           9400           1       1.000       100         0
202    ../dataset/frame_camera_94.png  (1336,756), (1920,1184)   9.873         1           9400          25      26.000       100         0
203    ../dataset/frame_camera_95.png     (801,662), (866,718)  73.260         0           9500           1       1.000       100         0
204    ../dataset/frame_camera_95.png  (1336,758), (1920,1187)   9.908         1           9500          26      27.000       100         0
205    ../dataset/frame_camera_96.png     (803,665), (868,721)  73.794         0           9600           1       1.000       100         0
206    ../dataset/frame_camera_96.png  (1337,761), (1920,1189)   9.942         1           9600          25      26.000       100         0
207    ../dataset/frame_camera_97.png     (804,667), (868,722)  74.301         0           9700           1       1.000       100         0
208    ../dataset/frame_camera_97.png  (1338,764), (1920,1191)   9.976         1           9700          25      26.000       100         0
209    ../dataset/frame_camera_98.png     (806,666), (870,721)  74.841         0           9800           1       1.000       100         0
210    ../dataset/frame_camera_98.png  (1338,763), (1920,1189)  10.008         1           9800          25      26.000       100         0
211    ../dataset/frame_camera_99.png  (1339,764), (1920,1189)  10.034         0           9900          25      25.000       100         0
212    ../dataset/frame_camera_100.png  (1339,766), (1920,1192)  10.057         0          10000          25      25.000       100         0
213    ../dataset/frame_camera_101.png  (1339,767), (1920,1191)  10.078         0          10100          25      25.000       100         0
214    ../dataset/frame_camera_102.png  (1338,765), (1920,1188)  10.097         0          10200          25      25.000       100         0
215    ../dataset/frame_camera_103.png  (1337,763), (1920,1184)  10.112         0          10300          25      25.000       100         0
216    ../dataset/frame_camera_104.png  (1336,763), (1920,1184)  10.123         0          10400          25      25.000       100         0
217    ../dataset/frame_camera_105.png  (1335,763), (1920,1182)  10.134         0          10500          25      25.000       100         0
218    ../dataset/frame_camera_106.png  (1335,762), (1920,1181)  10.144         0          10600          25      25.000       100         0
219    ../dataset/frame_camera_107.png  (1334,761), (1920,1179)  10.155         0          10700          25      25.000       100         0
220    ../dataset/frame_camera_108.png  (1333,760), (1920,1176)  10.168         0          10800          25      25.000       100         0
221    ../dataset/frame_camera_109.png  (1335,760), (1920,1176)  10.173         0          10900          25      25.000       100         0
222    ../dataset/frame_camera_110.png  (1337,760), (1920,1176)  10.182         0          11000          25      25.000       100         0
223    ../dataset/frame_camera_111.png  (1340,760), (1920,1176)  10.191         0          11100          25      25.000       100         0
224    ../dataset/frame_camera_111.png      (0,640), (524,1280)   5.569         1          11100          34      59.000       100         0
225    ../dataset/frame_camera_112.png  (1342,761), (1920,1176)  10.203         0          11200          24      24.000       100         0
226    ../dataset/frame_camera_112.png      (0,639), (541,1280)   5.874         1          11200          35      59.000       100         0
227    ../dataset/frame_camera_113.png  (1344,761), (1920,1175)  10.218         0          11300          24      24.000       100         0
228    ../dataset/frame_camera_113.png      (0,637), (557,1280)   6.184         1          11300          36      60.000       100         0
229    ../dataset/frame_camera_114.png  (1345,759), (1920,1173)  10.227         0          11400          24      24.000       100         0
230    ../dataset/frame_camera_114.png      (0,627), (570,1280)   6.497         1          11400          38      62.000       100         0
231    ../dataset/frame_camera_115.png  (1342,760), (1920,1173)  10.238         0          11500          24      24.000       100         0
232    ../dataset/frame_camera_115.png      (0,621), (579,1280)   6.814         1          11500          39      63.000       100         0
233    ../dataset/frame_camera_116.png  (1337,762), (1920,1175)  10.255         0          11600          25      25.000       100         0
234    ../dataset/frame_camera_116.png      (0,621), (584,1280)   7.137         1          11600          39      64.000       100         0
235    ../dataset/frame_camera_117.png  (1331,763), (1920,1177)  10.272         0          11700          25      25.000       100         0
236    ../dataset/frame_camera_117.png      (0,624), (589,1280)   7.467         1          11700          39      64.000       100         0
237    ../dataset/frame_camera_118.png  (1326,764), (1920,1177)  10.290         0          11800          25      25.000       100         0
238    ../dataset/frame_camera_118.png      (0,629), (595,1280)   7.805         1          11800          39      64.000       100         0
239    ../dataset/frame_camera_119.png  (1324,761), (1920,1173)  10.306         0          11900          25      25.000       100         0
240    ../dataset/frame_camera_119.png      (0,631), (603,1280)   8.148         1          11900          40      65.000       100         0
241    ../dataset/frame_camera_120.png  (1323,759), (1920,1168)  10.323         0          12000          25      25.000       100         0
242    ../dataset/frame_camera_120.png      (0,639), (612,1280)   8.496         1          12000          40      65.000       100         0
243    ../dataset/frame_camera_121.png  (1323,757), (1920,1164)  10.343         0          12100          25      25.000       100         0
244    ../dataset/frame_camera_121.png      (0,638), (621,1280)   8.847         1          12100          40      65.000       100         0
245    ../dataset/frame_camera_122.png  (1322,757), (1920,1163)  10.363         0          12200          25      25.000       100         0
246    ../dataset/frame_camera_122.png      (0,635), (628,1280)   9.200         1          12200          41      66.000       100         0
247    ../dataset/frame_camera_123.png  (1319,758), (1920,1163)  10.391         0          12300          25      25.000       100         0
248    ../dataset/frame_camera_123.png      (0,636), (636,1253)   9.556         1          12300          40      65.000       100         0
249    ../dataset/frame_camera_124.png  (1319,756), (1920,1159)  10.420         0          12400          25      25.000       100         0
250    ../dataset/frame_camera_124.png      (0,634), (645,1221)   9.917         1          12400          38      63.000       100         0
251    ../dataset/frame_camera_125.png  (1320,753), (1920,1154)  10.448         0          12500          25      25.000       100         0
252    ../dataset/frame_camera_125.png      (0,632), (654,1192)  10.279         1          12500          37      62.000       100         0
253    ../dataset/frame_camera_126.png  (1322,753), (1920,1152)  10.476         0          12600          24      24.000       100         0
254    ../dataset/frame_camera_126.png      (0,634), (664,1168)  10.650         1          12600          36      60.000       100         0
255    ../dataset/frame_camera_127.png  (1323,756), (1920,1155)  10.505         0          12700          24      24.000       100         0
256    ../dataset/frame_camera_127.png      (0,640), (673,1150)  11.021         1          12700          35      59.000       100         0
257    ../dataset/frame_camera_128.png  (1324,760), (1920,1161)  10.534         0          12800          24      24.000       100         0
258    ../dataset/frame_camera_128.png      (0,645), (681,1134)  11.389         1          12800          34      58.000       100         0
259    ../dataset/frame_camera_129.png  (1325,761), (1920,1160)  10.565         0          12900          24      24.000       100         0
260    ../dataset/frame_camera_129.png      (0,643), (688,1113)  11.756         1          12900          33      57.000       100         0
261    ../dataset/frame_camera_130.png  (1324,759), (1920,1157)  10.592         0          13000          24      24.000       100         0
262    ../dataset/frame_camera_130.png      (0,639), (694,1092)  12.118         1          13000          32      56.000       100         0
263    ../dataset/frame_camera_131.png  (1323,759), (1920,1156)  10.610         0          13100          24      24.000       100         0
264    ../dataset/frame_camera_131.png      (0,640), (698,1077)  12.473         1          13100          31      55.000       100         0
265    ../dataset/frame_camera_132.png  (1321,762), (1920,1160)  10.623         0          13200          24      24.000       100         0
266    ../dataset/frame_camera_132.png      (0,645), (701,1067)  12.823         1          13200          30      54.000       100         0
267    ../dataset/frame_camera_133.png  (1319,766), (1920,1165)  10.633         0          13300          24      24.000       100         0
268    ../dataset/frame_camera_133.png     (17,649), (704,1057)  13.172         1          13300          29      53.000       100         0
269    ../dataset/frame_camera_134.png  (1318,767), (1920,1167)  10.633         0          13400          25      25.000       100         0
270    ../dataset/frame_camera_134.png     (44,651), (707,1047)  13.515         1          13400          27      52.000       100         0
271    ../dataset/frame_camera_135.png  (1317,765), (1920,1164)  10.628         0          13500          25      25.000       100         0
272    ../dataset/frame_camera_135.png     (69,649), (710,1033)  13.856         1          13500          25      50.000       100         0
273    ../dataset/frame_camera_136.png     (93,650), (714,1023)  14.190         0          13600          24      24.000       100         0
274    ../dataset/frame_camera_136.png  (1317,764), (1920,1162)  10.614         1          13600          24      48.000       100         0
275    ../dataset/frame_camera_137.png    (117,648), (718,1011)  14.518         0          13700          22      22.000       100         0
276    ../dataset/frame_camera_137.png  (1318,761), (1920,1160)  10.594         1          13700          25      47.000       100         0
277    ../dataset/frame_camera_138.png    (141,649), (724,1003)  14.843         0          13800          21      21.000       100         0
278    ../dataset/frame_camera_138.png  (1320,761), (1920,1160)  10.568         1          13800          24      45.000       100         0
279    ../dataset/frame_camera_139.png     (162,654), (728,997)  15.185         0          13900          20      20.000       100         0
280    ../dataset/frame_camera_139.png  (1323,764), (1920,1165)  10.539         1          13900          24      44.000       100         0
